angle    w.speed (m/s)  frequency
172.8000     11.0900      0.0011
172.9000      9.3200      0.0009
172.9000      7.6900      0.0007
173.0000     10.8100      0.0010
173.1000      6.2000      0.0007
173.1000      2.1400      0.0003
173.1000     11.6800      0.0008
173.2000     12.6000      0.0005
173.2000      8.0300      0.0008
173.2000      9.3000      0.0009
173.2000      5.2300      0.0005
173.3000     13.2400      0.0006
173.3000     10.2100      0.0002
173.3000      7.1100      0.0005
173.3000     14.4900      0.0008
173.3000     17.9700      0.0005
173.4000     12.7000      0.0008
173.4000     15.0200      0.0009
173.5000      8.3500      0.0006
173.5000     13.6100      0.0006
173.6000     18.4700      0.0002
173.6000     12.0100      0.0008
173.6000     15.4300      0.0006
173.6000     11.6600      0.0008
173.7000     12.8000      0.0006
173.7000     19.5400      0.0003
173.8000      6.4500      0.0011
173.8000     10.9100      0.0009
173.8000      4.8500      0.0003
173.8000     12.7000      0.0008
173.8000      9.2300      0.0010
173.8000      8.2600      0.0006
173.8000      4.3900      0.0006
173.8000      6.4300      0.0011
173.9000      6.3500      0.0009
173.9000     16.6200      0.0002
173.9000     10.0500      0.0008
174.0000      8.1700      0.0014
174.0000     10.5800      0.0015
174.0000     15.3800      0.0007
174.2000     11.8100      0.0008
174.2000     17.3200      0.0003
174.3000     10.8700      0.0010
174.3000     11.2500      0.0008
174.3000     13.4400      0.0005
174.4000      7.9200      0.0013
174.5000     10.7500      0.0008
174.5000      4.3500      0.0003
174.5000     16.7600      0.0005
174.5000      6.2000      0.0007
174.5000     18.1600      0.0005
174.6000     19.9700      0.0002
174.6000     11.5600      0.0015
174.6000     13.9500      0.0005
174.6000     10.2500      0.0010
174.7000     11.2100      0.0008
174.7000      9.1100      0.0003
174.7000     11.9800      0.0005
174.8000     10.3100      0.0009
174.8000      9.5100      0.0009
174.8000      9.3800      0.0005
174.9000      6.1000      0.0003
174.9000     17.5000      0.0005
174.9000      6.6800      0.0006
174.9000     10.8700      0.0010
174.9000     10.9200      0.0008
175.0000      5.6000      0.0002
175.0000     11.7400      0.0010
175.1000      2.4800      0.0006
175.1000     17.3500      0.0006
175.1000     15.7500      0.0007
175.1000     15.9900      0.0006
175.1000     11.5200      0.0010
175.2000     11.3200      0.0008
175.2000     11.7100      0.0007
175.2000     11.6800      0.0008
175.2000     12.3400      0.0010
175.2000     20.9300      0.0005
175.3000     12.8200      0.0013
175.3000      9.1900      0.0009
175.3000     13.3100      0.0010
175.4000      7.4400      0.0006
175.4000      8.6700      0.0015
175.4000      6.9300      0.0003
175.4000     12.4900      0.0005
175.4000     12.2600      0.0011
175.5000      2.8200      0.0006
175.5000     11.4200      0.0009
175.6000      5.3100      0.0007
175.6000      8.9400      0.0009
175.6000     11.0400      0.0009
175.7000      3.7000      0.0005
175.8000     16.2800      0.0006
175.8000     16.7400      0.0002
175.8000     12.3100      0.0007
175.8000     12.6100      0.0008
175.8000     15.2200      0.0009
176.0000      8.4900      0.0005
176.0000      3.5500      0.0011
176.0000     13.1800      0.0008
176.0000      8.1300      0.0014
176.1000     14.0400      0.0010
176.1000     12.7700      0.0009
176.1000     20.3000      0.0003
176.1000      5.5500      0.0006
176.2000     14.3700      0.0014
176.2000     12.3200      0.0007
176.2000     10.9300      0.0016
176.2000     13.4700      0.0007
176.2000     18.0600      0.0002
176.2000     13.8000      0.0007
176.3000      7.0100      0.0007
176.3000     14.3800      0.0006
176.4000      4.7200      0.0005
176.5000      2.7700      0.0002
176.5000      6.7500      0.0006
176.5000     12.0900      0.0009
176.6000     12.0800      0.0009
176.6000     11.5600      0.0015
176.6000     10.0900      0.0011
176.7000     11.4800      0.0010
176.8000      8.2500      0.0008
176.9000     12.8300      0.0002
176.9000      9.7700      0.0014
176.9000      8.0400      0.0013
176.9000      4.7800      0.0005
177.0000     13.6000      0.0006
177.0000      4.1100      0.0002
177.0000     14.6300      0.0007
177.0000     10.9200      0.0008
177.1000     13.6800      0.0009
177.2000     10.4400      0.0007
177.2000      7.5000      0.0009
177.2000      9.5900      0.0009
177.2000      7.6800      0.0013
177.2000      2.7900      0.0001
177.3000      3.8200      0.0007
177.3000     11.8300      0.0009
177.3000     17.4900      0.0002
177.3000      7.0300      0.0010
177.4000     15.6100      0.0007
177.4000      6.2100      0.0007
177.4000     13.8700      0.0010
177.4000     10.3400      0.0007
177.5000     11.6100      0.0010
177.5000      8.1700      0.0014
177.5000     13.3600      0.0003
177.6000      5.4300      0.0006
177.6000     15.1900      0.0005
177.6000      5.8400      0.0007
177.7000     11.1100      0.0006
177.7000      9.8000      0.0010
177.7000     15.6400      0.0011
177.7000     10.8500      0.0009
177.7000      5.6800      0.0008
177.7000      7.2600      0.0009
177.7000     13.2000      0.0009
177.7000     10.6100      0.0013
177.8000      8.2000      0.0011
177.8000      9.9800      0.0006
177.8000     10.2700      0.0009
177.8000      9.5300      0.0015
177.8000     15.1300      0.0007
177.8000      4.7800      0.0005
177.8000      6.1600      0.0005
177.8000     13.0800      0.0011
177.9000      8.6700      0.0015
177.9000      4.9100      0.0005
177.9000     13.4900      0.0003
177.9000     16.6100      0.0005
178.0000      2.9600      0.0001
178.0000     13.5600      0.0010
178.1000      8.4300      0.0003
178.1000     12.9100      0.0010
178.1000     12.5500      0.0007
178.1000     13.0600      0.0005
178.1000      7.1700      0.0015
178.2000     14.3900      0.0006
178.2000     14.3000      0.0006
178.2000      3.7300      0.0009
178.2000     12.2500      0.0002
178.2000      8.1500      0.0011
178.2000      9.9400      0.0009
178.2000      8.8900      0.0010
178.2000      6.3300      0.0008
178.2000     11.8000      0.0007
178.3000     10.0600      0.0009
178.3000      5.9800      0.0006
178.3000     15.2500      0.0003
178.3000     16.6900      0.0007
178.4000     12.3200      0.0007
178.6000      9.5100      0.0009
178.6000      6.3900      0.0007
178.7000      8.0500      0.0009
178.7000     14.7100      0.0006
178.8000      8.9000      0.0009
178.8000     10.4100      0.0011
178.9000     14.4000      0.0007
178.9000      7.5900      0.0008
178.9000     13.3500      0.0009
178.9000     10.5600      0.0006
178.9000     16.4300      0.0008
178.9000     12.0800      0.0009
179.0000      5.3700      0.0006
179.0000      6.5700      0.0007
179.1000     10.5300      0.0009
179.1000     12.3600      0.0008
179.1000     12.2600      0.0011
179.1000     19.3700      0.0002
179.2000      9.3200      0.0009
179.2000     13.6400      0.0007
179.2000      9.4100      0.0003
179.2000      6.5400      0.0006
179.2000      6.7500      0.0006
179.2000      8.1700      0.0014
179.3000     16.6500      0.0005
179.3000     15.3800      0.0007
179.3000      9.4000      0.0009
179.3000     16.1000      0.0005
179.4000     14.5100      0.0009
179.4000      3.3100      0.0005
179.5000     16.8800      0.0002
179.5000     12.2000      0.0006
179.5000     10.7200      0.0008
179.5000     16.7800      0.0002
179.6000      8.5600      0.0011
179.6000      9.5500      0.0007
179.6000     12.5400      0.0006
179.7000      9.8000      0.0010
179.7000      7.4100      0.0006
179.7000     20.8400      0.0003
179.7000      6.7600      0.0005
179.7000     15.0100      0.0009
179.7000     10.4900      0.0013
179.8000     10.6100      0.0013
179.8000      8.8800      0.0011
179.9000     13.9400      0.0006
179.9000      4.6200      0.0007
179.9000     12.3600      0.0008
179.9000     12.0100      0.0008
179.9000     12.3000      0.0003
180.0000      4.4800      0.0005
180.0000     14.0200      0.0008
180.0000      5.4500      0.0003
180.0000      9.2600      0.0009
180.1000     11.2300      0.0010
180.1000      3.0900      0.0001
180.1000     11.0600      0.0013
180.1000      7.4400      0.0006
180.3000     17.0700      0.0001
180.3000     14.1500      0.0007
180.3000     18.9500      0.0003
180.4000      8.5300      0.0007
180.4000      9.3300      0.0002
180.4000     11.7400      0.0010
180.4000      3.6100      0.0005
180.4000      4.4600      0.0007
180.5000     13.5700      0.0007
180.5000     13.7400      0.0008
180.5000     18.0500      0.0003
180.5000     10.6300      0.0009
180.6000      8.6000      0.0007
180.6000     15.6900      0.0007
180.7000     21.4400      0.0005
180.8000     14.6600      0.0006
180.8000     19.1700      0.0002
180.8000     15.2800      0.0010
180.8000     12.2600      0.0011
180.9000      7.0800      0.0011
180.9000     15.0700      0.0003
180.9000     14.6900      0.0007
180.9000     14.3200      0.0005
181.0000      5.5200      0.0003
181.1000      9.9900      0.0008
181.2000     10.4300      0.0010
181.2000     10.7000      0.0009
181.2000      7.0500      0.0006
181.2000     12.0500      0.0006
181.3000     15.4500      0.0003
181.4000      9.6600      0.0010
181.4000      7.0100      0.0007
181.4000     10.6800      0.0007
181.4000      5.2100      0.0009
181.5000      6.6000      0.0008
181.5000     11.2200      0.0003
181.6000      9.4400      0.0009
181.6000     16.4500      0.0007
181.7000      9.7400      0.0006
181.7000     18.8900      0.0002
181.7000     13.5000      0.0009
181.9000     14.4900      0.0008
181.9000     11.7600      0.0006
181.9000      9.2000      0.0006
181.9000      9.3700      0.0007
181.9000     10.1400      0.0008
182.0000     16.1500      0.0006
182.0000     13.4400      0.0005
182.0000      5.8100      0.0007
182.0000     11.2900      0.0007
182.0000     14.7000      0.0005
182.1000     20.2900      0.0001
182.1000     12.6700      0.0009
182.1000      8.9200      0.0008
182.1000      9.7700      0.0014
182.1000     15.1000      0.0003
182.1000     16.3200      0.0005
182.1000     15.4800      0.0007
182.2000     13.6700      0.0005
182.3000      7.8400      0.0010
182.3000     20.6200      0.0006
182.4000      7.8000      0.0010
182.4000      7.0000      0.0008
182.4000      9.2900      0.0008
182.4000     10.8400      0.0008
182.4000     10.0300      0.0005
182.5000      9.1200      0.0003
182.5000     13.7300      0.0005
182.5000     12.3900      0.0010
182.6000     13.3000      0.0003
182.6000     11.3900      0.0011
182.6000     13.0100      0.0002
182.7000     12.1000      0.0005
182.7000      9.9800      0.0006
182.7000     14.2600      0.0010
182.8000      7.3400      0.0013
182.8000     16.3700      0.0007
182.8000      9.9400      0.0009
182.9000      1.3700      0.0002
182.9000      9.7700      0.0014
183.0000      7.1400      0.0014
183.0000      6.3700      0.0008
183.0000     16.0000      0.0006
183.0000      6.1900      0.0006
183.1000     12.5200      0.0008
183.1000      3.3400      0.0006
183.1000     15.2800      0.0010
183.1000      3.7300      0.0009
183.1000     18.2700      0.0003
183.2000     16.6000      0.0003
183.2000      5.5500      0.0006
183.2000     14.4000      0.0007
183.2000     11.6600      0.0008
183.2000     17.6800      0.0001
183.3000     15.9000      0.0003
183.3000      7.4900      0.0008
183.3000     12.2700      0.0003
183.3000     10.2400      0.0009
183.4000      8.6800      0.0005
183.5000      9.4100      0.0003
183.5000     13.1700      0.0008
183.6000     14.3300      0.0008
183.6000      2.5100      0.0009
183.6000     15.1700      0.0003
183.7000     16.5900      0.0002
183.7000      8.4100      0.0008
183.8000     10.4300      0.0010
183.8000     12.5700      0.0008
183.8000      7.3400      0.0013
183.8000      7.8200      0.0005
183.9000     10.8200      0.0002
183.9000     10.7000      0.0009
183.9000     17.7500      0.0002
184.0000      6.5200      0.0009
184.0000      8.1000      0.0016
184.0000     15.7600      0.0006
184.0000      7.3500      0.0011
184.0000      7.6200      0.0007
184.0000     12.2600      0.0011
184.1000      9.1800      0.0006
184.1000      5.0200      0.0005
184.1000     17.0200      0.0005
184.1000     10.8900      0.0007
184.1000     15.8400      0.0006
184.2000     17.1300      0.0003
184.2000     11.0300      0.0005
184.3000      9.3700      0.0007
184.4000     11.4100      0.0005
184.4000     12.0200      0.0008
184.4000     10.5100      0.0008
184.4000     11.3300      0.0006
184.5000     17.2100      0.0006
184.5000      3.9400      0.0006
184.5000      3.1100      0.0009
184.5000     12.6800      0.0003
184.5000      9.4700      0.0006
184.5000     11.6000      0.0006
184.6000      7.3200      0.0007
184.6000     14.0700      0.0006
184.6000     11.8900      0.0009
184.6000     13.6900      0.0008
184.7000     11.3700      0.0006
184.7000     16.1800      0.0006
184.7000      9.6400      0.0008
184.8000     17.4800      0.0006
184.8000     12.0400      0.0008
184.9000     16.5500      0.0002
185.0000     17.6100      0.0007
185.0000     17.4800      0.0006
185.0000     17.5000      0.0005
185.0000      7.8000      0.0010
185.1000     16.1800      0.0006
185.1000     16.6800      0.0003
185.1000     12.0400      0.0008
185.1000      4.8800      0.0002
185.1000     20.2800      0.0001
185.2000     12.7100      0.0007
185.2000     16.6400      0.0005
185.2000      7.0000      0.0008
185.3000      6.2700      0.0008
185.3000     12.1200      0.0007
185.3000     10.3600      0.0008
185.3000      8.5900      0.0008
185.3000      3.3900      0.0008
185.3000     13.9100      0.0002
185.4000      8.1600      0.0005
185.4000      6.0400      0.0008
185.5000      5.7000      0.0005
185.5000     14.4000      0.0007
185.5000     10.2000      0.0010
185.5000     19.0100      0.0003
185.6000     12.9700      0.0010
185.6000      7.1400      0.0014
185.6000     11.3800      0.0005
185.7000      8.7900      0.0005
185.7000      5.7200      0.0007
185.8000     16.9900      0.0002
185.8000     13.1000      0.0009
185.8000      9.0300      0.0008
185.9000     15.5000      0.0003
185.9000     18.0500      0.0003
185.9000     13.3700      0.0005
185.9000      7.9700      0.0008
